,parti,abstention,contre,pour,vote_uid
8,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V2507
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V2561
1,La République en Marche,0.0,42.0,0.0,VTANR5L15V2561
2,Les Républicains,9.0,0.0,0.0,VTANR5L15V2561
3,Mouvement Démocrate,0.0,9.0,0.0,VTANR5L15V2561
4,Parti communiste français,0.0,0.0,5.0,VTANR5L15V2561
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V2561
6,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V2561
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V3139
1,La République en Marche,0.0,55.0,0.0,VTANR5L15V3139
2,Les Républicains,0.0,0.0,7.0,VTANR5L15V3139
3,Mouvement Démocrate,0.0,5.0,0.0,VTANR5L15V3139
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V3139
5,Parti socialiste,0.0,0.0,4.0,VTANR5L15V3139
0,Debout la France,0.0,1.0,0.0,VTANR5L15V1100
1,La France Insoumise,0.0,0.0,5.0,VTANR5L15V1100
2,La République en Marche,4.0,40.0,8.0,VTANR5L15V1100
3,Mouvement Démocrate,0.0,0.0,5.0,VTANR5L15V1100
4,Non rattaché,0.0,0.0,1.0,VTANR5L15V1100
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V1100
6,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V1100
7,Parti socialiste,0.0,0.0,1.0,VTANR5L15V1100
8,Rassemblement national,0.0,2.0,0.0,VTANR5L15V1100
9,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V1100
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V1451
1,La République en Marche,6.0,23.0,3.0,VTANR5L15V1451
2,Les Républicains,0.0,0.0,3.0,VTANR5L15V1451
3,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1451
4,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V1451
5,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V1451
0,Debout la France,0.0,0.0,1.0,VTANR5L15V408
1,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V408
2,La France Insoumise,0.0,0.0,6.0,VTANR5L15V408
3,La République en Marche,0.0,0.0,79.0,VTANR5L15V408
4,Les Républicains,0.0,0.0,27.0,VTANR5L15V408
5,Mouvement Démocrate,0.0,0.0,13.0,VTANR5L15V408
6,Non rattaché,0.0,0.0,1.0,VTANR5L15V408
7,Parti communiste français,0.0,0.0,4.0,VTANR5L15V408
8,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V408
9,Parti socialiste,0.0,0.0,2.0,VTANR5L15V408
10,Rassemblement national,0.0,0.0,3.0,VTANR5L15V408
11,Régions et peuples solidaires,0.0,0.0,3.0,VTANR5L15V408
12,"Union des démocrates, radicaux et libéraux",0.0,0.0,5.0,VTANR5L15V408
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V1138
1,La République en Marche,0.0,16.0,0.0,VTANR5L15V1138
2,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V1138
3,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1138
4,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1138
5,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V1138
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V3167
1,La République en Marche,0.0,0.0,67.0,VTANR5L15V3167
2,Les Républicains,3.0,9.0,0.0,VTANR5L15V3167
3,Mouvement Démocrate,0.0,0.0,10.0,VTANR5L15V3167
4,Parti communiste français,0.0,3.0,0.0,VTANR5L15V3167
5,Parti socialiste,0.0,3.0,0.0,VTANR5L15V3167
6,Régions et peuples solidaires,2.0,0.0,0.0,VTANR5L15V3167
7,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V3167
8,"Union des démocrates, radicaux et libéraux",1.0,0.0,1.0,VTANR5L15V3167
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V2184
1,La République en Marche,0.0,0.0,53.0,VTANR5L15V2184
2,Les Républicains,2.0,7.0,14.0,VTANR5L15V2184
3,Mouvement Démocrate,0.0,0.0,10.0,VTANR5L15V2184
4,Parti communiste français,2.0,0.0,0.0,VTANR5L15V2184
5,Parti socialiste,4.0,0.0,0.0,VTANR5L15V2184
6,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V2184
0,La République en Marche,2.0,28.0,0.0,VTANR5L15V1306
1,Les Républicains,0.0,3.0,0.0,VTANR5L15V1306
2,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V1306
3,Non rattachée,0.0,1.0,0.0,VTANR5L15V1306
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1306
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1306
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V2580
1,La République en Marche,0.0,58.0,0.0,VTANR5L15V2580
2,Les Républicains,7.0,0.0,4.0,VTANR5L15V2580
3,Mouvement Démocrate,0.0,10.0,0.0,VTANR5L15V2580
4,Parti communiste français,0.0,0.0,5.0,VTANR5L15V2580
5,Parti radical de gauche,0.0,0.0,2.0,VTANR5L15V2580
6,Parti socialiste,0.0,0.0,4.0,VTANR5L15V2580
7,Rassemblement national,1.0,0.0,0.0,VTANR5L15V2580
8,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V2580
0,La France Insoumise,0.0,3.0,0.0,VTANR5L15V828
1,La République en Marche,0.0,70.0,0.0,VTANR5L15V828
2,Les Républicains,0.0,0.0,14.0,VTANR5L15V828
3,Mouvement Démocrate,0.0,5.0,0.0,VTANR5L15V828
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V828
5,Parti communiste français,0.0,4.0,0.0,VTANR5L15V828
6,Parti socialiste,0.0,1.0,2.0,VTANR5L15V828
0,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V2936
1,La France Insoumise,0.0,0.0,5.0,VTANR5L15V2936
2,La République en Marche,1.0,57.0,11.0,VTANR5L15V2936
3,Les Républicains,0.0,15.0,2.0,VTANR5L15V2936
4,Mouvement Démocrate,1.0,11.0,0.0,VTANR5L15V2936
5,Non rattaché,0.0,0.0,1.0,VTANR5L15V2936
6,Non rattachée,1.0,0.0,0.0,VTANR5L15V2936
7,Parti communiste français,0.0,0.0,4.0,VTANR5L15V2936
8,Parti socialiste,4.0,0.0,1.0,VTANR5L15V2936
9,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V2936
10,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V2936
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V161
1,La République en Marche,0.0,69.0,0.0,VTANR5L15V161
2,Les Républicains,0.0,9.0,0.0,VTANR5L15V161
3,Mouvement Démocrate,0.0,8.0,0.0,VTANR5L15V161
4,Parti communiste français,0.0,0.0,3.0,VTANR5L15V161
5,Parti socialiste,0.0,0.0,4.0,VTANR5L15V161
6,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V161
0,La France Insoumise,2.0,0.0,0.0,VTANR5L15V911
1,La République en Marche,0.0,23.0,0.0,VTANR5L15V911
2,Les Républicains,2.0,0.0,0.0,VTANR5L15V911
3,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V911
0,Debout la France,0.0,0.0,1.0,VTANR5L15V2149
1,La France Insoumise,3.0,0.0,0.0,VTANR5L15V2149
2,La République en Marche,0.0,0.0,37.0,VTANR5L15V2149
3,Les Républicains,0.0,0.0,23.0,VTANR5L15V2149
4,Mouvement Démocrate,0.0,0.0,2.0,VTANR5L15V2149
5,Parti communiste français,0.0,0.0,2.0,VTANR5L15V2149
6,Parti radical de gauche,0.0,0.0,2.0,VTANR5L15V2149
7,Parti socialiste,0.0,0.0,3.0,VTANR5L15V2149
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2149
9,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V2149
0,Debout la France,0.0,0.0,1.0,VTANR5L15V95
1,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V95
2,La France Insoumise,0.0,0.0,8.0,VTANR5L15V95
3,La République en Marche,0.0,85.0,0.0,VTANR5L15V95
4,Les Républicains,0.0,0.0,22.0,VTANR5L15V95
5,Mouvement Démocrate,2.0,4.0,1.0,VTANR5L15V95
6,Parti communiste français,0.0,0.0,3.0,VTANR5L15V95
7,Parti socialiste,0.0,0.0,5.0,VTANR5L15V95
8,Rassemblement national,0.0,0.0,2.0,VTANR5L15V95
9,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V95
10,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V95
11,"Union des démocrates, radicaux et libéraux",0.0,1.0,7.0,VTANR5L15V95
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V1893
1,La République en Marche,0.0,0.0,58.0,VTANR5L15V1893
2,Les Républicains,0.0,12.0,0.0,VTANR5L15V1893
3,Mouvement Démocrate,0.0,0.0,5.0,VTANR5L15V1893
4,Parti communiste français,0.0,3.0,0.0,VTANR5L15V1893
5,Parti progressiste martiniquais,0.0,2.0,0.0,VTANR5L15V1893
6,Parti socialiste,0.0,6.0,0.0,VTANR5L15V1893
7,Rassemblement national,0.0,1.0,0.0,VTANR5L15V1893
8,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V1893
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V233
1,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V233
2,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V233
3,La France Insoumise,0.0,0.0,5.0,VTANR5L15V233
4,La République en Marche,5.0,32.0,8.0,VTANR5L15V233
5,Les Républicains,0.0,0.0,7.0,VTANR5L15V233
6,Mouvement Démocrate,0.0,2.0,2.0,VTANR5L15V233
7,Parti communiste français,0.0,0.0,6.0,VTANR5L15V233
8,Parti progressiste martiniquais,0.0,0.0,3.0,VTANR5L15V233
9,Parti socialiste,0.0,0.0,3.0,VTANR5L15V233
10,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V233
11,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V233
12,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,0.0,1.0,VTANR5L15V233
13,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V233
0,La France Insoumise,2.0,0.0,0.0,VTANR5L15V923
1,La République en Marche,0.0,23.0,2.0,VTANR5L15V923
2,Les Républicains,2.0,0.0,0.0,VTANR5L15V923
3,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V923
0,Debout la France,0.0,1.0,0.0,VTANR5L15V3189
1,La France Insoumise,0.0,0.0,15.0,VTANR5L15V3189
2,La République en Marche,0.0,176.0,4.0,VTANR5L15V3189
3,Les Républicains,0.0,38.0,0.0,VTANR5L15V3189
4,Mouvement Démocrate,2.0,26.0,0.0,VTANR5L15V3189
5,Non rattaché,0.0,0.0,1.0,VTANR5L15V3189
6,Non rattachée,0.0,2.0,0.0,VTANR5L15V3189
7,Parti communiste français,0.0,0.0,7.0,VTANR5L15V3189
8,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V3189
9,Parti radical de gauche,0.0,1.0,0.0,VTANR5L15V3189
10,Parti socialiste,0.0,0.0,7.0,VTANR5L15V3189
11,Rassemblement national,0.0,5.0,0.0,VTANR5L15V3189
12,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V3189
13,Tapura Huiraatira,0.0,1.0,0.0,VTANR5L15V3189
14,"Union des démocrates, radicaux et libéraux",0.0,5.0,0.0,VTANR5L15V3189
0,La République en Marche,0.0,35.0,0.0,VTANR5L15V1409
1,Les Républicains,0.0,13.0,0.0,VTANR5L15V1409
2,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V1409
3,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V1409
4,Parti socialiste,0.0,0.0,3.0,VTANR5L15V1409
5,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V1409
0,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V113
1,Debout la France,1.0,0.0,0.0,VTANR5L15V113
2,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V113
3,La France Insoumise,0.0,0.0,10.0,VTANR5L15V113
4,La République en Marche,3.0,96.0,8.0,VTANR5L15V113
5,Les Républicains,0.0,14.0,0.0,VTANR5L15V113
6,Mouvement Démocrate,3.0,10.0,2.0,VTANR5L15V113
7,Non rattaché,1.0,0.0,0.0,VTANR5L15V113
8,Parti socialiste,0.0,0.0,3.0,VTANR5L15V113
9,Rassemblement national,2.0,0.0,0.0,VTANR5L15V113
10,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V113
11,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V113
0,Debout la France,0.0,0.0,1.0,VTANR5L15V81
1,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V81
2,La France Insoumise,0.0,0.0,6.0,VTANR5L15V81
3,La République en Marche,0.0,103.0,3.0,VTANR5L15V81
4,Les Républicains,0.0,0.0,24.0,VTANR5L15V81
5,Mouvement Démocrate,0.0,6.0,14.0,VTANR5L15V81
6,Non rattaché,0.0,1.0,0.0,VTANR5L15V81
7,Parti communiste français,0.0,0.0,4.0,VTANR5L15V81
8,Parti socialiste,0.0,0.0,11.0,VTANR5L15V81
9,Rassemblement national,0.0,0.0,2.0,VTANR5L15V81
10,"Union des démocrates, radicaux et libéraux",0.0,0.0,3.0,VTANR5L15V81
0,Calédonie Ensemble,0.0,1.0,0.0,VTANR5L15V1134
1,La France Insoumise,0.0,0.0,5.0,VTANR5L15V1134
2,La République en Marche,1.0,30.0,0.0,VTANR5L15V1134
3,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V1134
4,Parti communiste français,0.0,0.0,1.0,VTANR5L15V1134
5,Parti socialiste,0.0,0.0,4.0,VTANR5L15V1134
6,Régions et peuples solidaires,1.0,0.0,0.0,VTANR5L15V1134
7,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V1134
0,La France Insoumise,0.0,0.0,5.0,VTANR5L15V229
1,La République en Marche,0.0,72.0,0.0,VTANR5L15V229
2,Les Républicains,0.0,0.0,8.0,VTANR5L15V229
3,Mouvement Démocrate,2.0,1.0,8.0,VTANR5L15V229
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V229
5,Parti socialiste,0.0,0.0,6.0,VTANR5L15V229
0,La République en Marche,0.0,82.0,0.0,VTANR5L15V2394
1,Les Républicains,0.0,0.0,29.0,VTANR5L15V2394
2,Mouvement Démocrate,0.0,14.0,0.0,VTANR5L15V2394
3,Non rattachée,0.0,0.0,1.0,VTANR5L15V2394
4,Parti communiste français,0.0,0.0,9.0,VTANR5L15V2394
5,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V2394
6,Parti socialiste,1.0,0.0,5.0,VTANR5L15V2394
7,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2394
8,Régions et peuples solidaires,0.0,0.0,5.0,VTANR5L15V2394
9,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V2394
0,La France Insoumise,0.0,4.0,0.0,VTANR5L15V1161
1,La République en Marche,0.0,0.0,38.0,VTANR5L15V1161
2,Les Républicains,2.0,6.0,5.0,VTANR5L15V1161
3,Mouvement Démocrate,0.0,0.0,3.0,VTANR5L15V1161
4,Non rattaché,0.0,0.0,1.0,VTANR5L15V1161
5,Parti communiste français,0.0,4.0,0.0,VTANR5L15V1161
6,Parti progressiste martiniquais,0.0,1.0,0.0,VTANR5L15V1161
7,Parti socialiste,0.0,5.0,0.0,VTANR5L15V1161
8,Rassemblement national,2.0,0.0,0.0,VTANR5L15V1161
0,Debout la France,0.0,0.0,1.0,VTANR5L15V2871
1,La France Insoumise,0.0,0.0,3.0,VTANR5L15V2871
2,La République en Marche,0.0,34.0,2.0,VTANR5L15V2871
3,Les Républicains,0.0,0.0,13.0,VTANR5L15V2871
4,Mouvement Démocrate,0.0,5.0,0.0,VTANR5L15V2871
5,Parti communiste français,0.0,0.0,1.0,VTANR5L15V2871
6,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V2871
7,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V2871
8,Parti socialiste,0.0,0.0,2.0,VTANR5L15V2871
9,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2871
10,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V2871
0,La France Insoumise,3.0,0.0,0.0,VTANR5L15V2575
1,La République en Marche,0.0,51.0,0.0,VTANR5L15V2575
2,Les Républicains,0.0,0.0,9.0,VTANR5L15V2575
3,Mouvement Démocrate,0.0,11.0,0.0,VTANR5L15V2575
4,Parti communiste français,2.0,0.0,0.0,VTANR5L15V2575
5,Parti radical de gauche,2.0,0.0,0.0,VTANR5L15V2575
6,Parti socialiste,2.0,0.0,0.0,VTANR5L15V2575
7,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2575
8,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V2575
0,La République en Marche,0.0,50.0,0.0,VTANR5L15V661
1,Les Républicains,0.0,0.0,10.0,VTANR5L15V661
2,Mouvement Démocrate,0.0,3.0,1.0,VTANR5L15V661
3,Non rattaché,0.0,1.0,0.0,VTANR5L15V661
4,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V661
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V792
1,La République en Marche,0.0,40.0,0.0,VTANR5L15V792
2,Les Républicains,0.0,3.0,0.0,VTANR5L15V792
3,Mouvement Démocrate,0.0,5.0,0.0,VTANR5L15V792
4,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V792
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V792
6,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V792
7,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V792
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V2340
1,La République en Marche,0.0,0.0,26.0,VTANR5L15V2340
2,Les Républicains,0.0,0.0,2.0,VTANR5L15V2340
3,Mouvement Démocrate,0.0,0.0,4.0,VTANR5L15V2340
4,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V2340
0,Calédonie Ensemble,0.0,0.0,2.0,VTANR5L15V615
1,La France Insoumise,0.0,0.0,10.0,VTANR5L15V615
2,La République en Marche,0.0,64.0,0.0,VTANR5L15V615
3,Les Républicains,0.0,0.0,9.0,VTANR5L15V615
4,Mouvement Démocrate,0.0,2.0,6.0,VTANR5L15V615
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V615
6,Parti communiste français,0.0,0.0,1.0,VTANR5L15V615
7,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V615
8,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V615
9,Parti socialiste,0.0,0.0,6.0,VTANR5L15V615
10,Rassemblement national,0.0,0.0,2.0,VTANR5L15V615
11,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V615
0,La France Insoumise,0.0,4.0,0.0,VTANR5L15V136
1,La République en Marche,0.0,0.0,21.0,VTANR5L15V136
2,Les Républicains,2.0,0.0,0.0,VTANR5L15V136
3,Mouvement Démocrate,0.0,0.0,3.0,VTANR5L15V136
4,Parti communiste français,0.0,3.0,0.0,VTANR5L15V136
5,Rassemblement national,2.0,0.0,0.0,VTANR5L15V136
0,La France Insoumise,0.0,3.0,0.0,VTANR5L15V1552
1,La République en Marche,0.0,0.0,41.0,VTANR5L15V1552
2,Les Républicains,0.0,0.0,6.0,VTANR5L15V1552
3,Mouvement Démocrate,0.0,0.0,4.0,VTANR5L15V1552
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V2995
1,La République en Marche,0.0,60.0,2.0,VTANR5L15V2995
2,Les Républicains,0.0,14.0,1.0,VTANR5L15V2995
3,Mouvement Démocrate,0.0,6.0,0.0,VTANR5L15V2995
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V2995
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V2995
6,Parti socialiste,0.0,0.0,6.0,VTANR5L15V2995
7,Rassemblement national,0.0,1.0,0.0,VTANR5L15V2995
8,Tapura Huiraatira,0.0,1.0,0.0,VTANR5L15V2995
9,"Union des démocrates, radicaux et libéraux",0.0,3.0,0.0,VTANR5L15V2995
0,La France Insoumise,0.0,0.0,8.0,VTANR5L15V3215
1,La République en Marche,0.0,107.0,0.0,VTANR5L15V3215
2,Les Républicains,0.0,27.0,0.0,VTANR5L15V3215
3,Mouvement Démocrate,0.0,10.0,0.0,VTANR5L15V3215
4,Parti communiste français,0.0,0.0,4.0,VTANR5L15V3215
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V3215
6,Parti socialiste,0.0,0.0,3.0,VTANR5L15V3215
7,Rassemblement national,0.0,1.0,0.0,VTANR5L15V3215
8,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V3215
0,La République en Marche,0.0,29.0,0.0,VTANR5L15V3068
1,Les Républicains,0.0,2.0,0.0,VTANR5L15V3068
2,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V3068
3,Parti communiste français,0.0,0.0,2.0,VTANR5L15V3068
4,Parti socialiste,0.0,2.0,0.0,VTANR5L15V3068
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V1944
1,La République en Marche,0.0,25.0,0.0,VTANR5L15V1944
2,Les Républicains,0.0,0.0,2.0,VTANR5L15V1944
3,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1944
4,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V1944
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1944
6,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V1944
0,La France Insoumise,0.0,0.0,7.0,VTANR5L15V1755
1,La République en Marche,0.0,16.0,0.0,VTANR5L15V1755
2,Les Républicains,0.0,2.0,0.0,VTANR5L15V1755
3,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V1755
4,Parti communiste français,0.0,0.0,3.0,VTANR5L15V1755
5,Parti socialiste,2.0,0.0,0.0,VTANR5L15V1755
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V858
1,La République en Marche,0.0,26.0,2.0,VTANR5L15V858
2,Les Républicains,0.0,0.0,2.0,VTANR5L15V858
3,Mouvement Démocrate,0.0,2.0,1.0,VTANR5L15V858
4,Parti socialiste,0.0,0.0,1.0,VTANR5L15V858
5,Régions et peuples solidaires,0.0,1.0,1.0,VTANR5L15V858
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V460
1,La République en Marche,0.0,38.0,0.0,VTANR5L15V460
2,Les Républicains,5.0,6.0,0.0,VTANR5L15V460
3,Mouvement Démocrate,0.0,9.0,0.0,VTANR5L15V460
4,Parti communiste français,0.0,0.0,7.0,VTANR5L15V460
5,Rassemblement national,2.0,0.0,0.0,VTANR5L15V460
6,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V460
0,La France Insoumise,0.0,0.0,6.0,VTANR5L15V284
1,La République en Marche,0.0,43.0,0.0,VTANR5L15V284
2,Les Républicains,6.0,0.0,0.0,VTANR5L15V284
3,Mouvement Démocrate,2.0,0.0,0.0,VTANR5L15V284
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V284
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V284
6,Rassemblement national,2.0,0.0,0.0,VTANR5L15V284
7,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V284
8,"Union des démocrates, radicaux et libéraux",2.0,0.0,0.0,VTANR5L15V284
0,La France Insoumise,0.0,6.0,0.0,VTANR5L15V3202
1,La République en Marche,0.0,0.0,79.0,VTANR5L15V3202
2,Les Républicains,0.0,0.0,14.0,VTANR5L15V3202
3,Mouvement Démocrate,0.0,0.0,15.0,VTANR5L15V3202
4,Parti communiste français,0.0,2.0,0.0,VTANR5L15V3202
5,Parti socialiste,0.0,2.0,0.0,VTANR5L15V3202
6,Rassemblement national,0.0,0.0,1.0,VTANR5L15V3202
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V3202
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V1198
1,La République en Marche,0.0,25.0,0.0,VTANR5L15V1198
2,Mouvement Démocrate,0.0,1.0,0.0,VTANR5L15V1198
3,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1198
0,La République en Marche,3.0,38.0,2.0,VTANR5L15V798
1,Les Républicains,4.0,0.0,0.0,VTANR5L15V798
2,Mouvement Démocrate,0.0,0.0,4.0,VTANR5L15V798
3,Parti progressiste martiniquais,0.0,1.0,0.0,VTANR5L15V798
4,Parti socialiste,0.0,2.0,0.0,VTANR5L15V798
5,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V798
6,"Union des démocrates, radicaux et libéraux",1.0,0.0,0.0,VTANR5L15V798
0,La France Insoumise,0.0,0.0,5.0,VTANR5L15V1663
1,La République en Marche,0.0,40.0,0.0,VTANR5L15V1663
2,Les Républicains,1.0,7.0,0.0,VTANR5L15V1663
3,Mouvement Démocrate,0.0,6.0,0.0,VTANR5L15V1663
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1663
5,Parti socialiste,0.0,0.0,3.0,VTANR5L15V1663
6,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V1663
7,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V1663
0,Calédonie Ensemble,0.0,0.0,2.0,VTANR5L15V2741
1,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V2741
2,Debout la France,1.0,0.0,0.0,VTANR5L15V2741
3,La France Insoumise,0.0,17.0,0.0,VTANR5L15V2741
4,La République en Marche,3.0,0.0,277.0,VTANR5L15V2741
5,Les Républicains,5.0,12.0,72.0,VTANR5L15V2741
6,Mouvement Démocrate,0.0,0.0,50.0,VTANR5L15V2741
7,Non déclaré(s),0.0,0.0,1.0,VTANR5L15V2741
8,Non rattaché,0.0,0.0,1.0,VTANR5L15V2741
9,Non rattachée,0.0,1.0,0.0,VTANR5L15V2741
10,Parti communiste français,2.0,13.0,0.0,VTANR5L15V2741
11,Parti progressiste martiniquais,0.0,3.0,0.0,VTANR5L15V2741
12,Parti radical de gauche,2.0,1.0,0.0,VTANR5L15V2741
13,Parti socialiste,0.0,22.0,0.0,VTANR5L15V2741
14,Rassemblement national,0.0,3.0,1.0,VTANR5L15V2741
15,Régions et peuples solidaires,6.0,3.0,0.0,VTANR5L15V2741
16,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V2741
17,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,1.0,0.0,VTANR5L15V2741
18,"Union des démocrates, radicaux et libéraux",8.0,1.0,8.0,VTANR5L15V2741
0,La République en Marche,0.0,28.0,0.0,VTANR5L15V873
1,Les Républicains,0.0,0.0,2.0,VTANR5L15V873
2,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V873
3,Parti socialiste,0.0,0.0,1.0,VTANR5L15V873
4,Régions et peuples solidaires,0.0,1.0,1.0,VTANR5L15V873
0,La République en Marche,0.0,19.0,0.0,VTANR5L15V1985
1,Les Républicains,0.0,0.0,3.0,VTANR5L15V1985
2,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V1985
3,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V1985
